US Region,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Southwest,0.40272821616425175,0.31054230965020996,0.7307308734181567,0.4211830939918711,0.8185139096443674,0.8157873923528683,1.0334713574480916,1.1613083208368111,1.6577608520346523,1.520430359784664,0.8818248459579612,1.785452937523727,1.0523031080214087,2.7289158890154326,1.50885225981343,0.8206113460314624,1.7188384368506882,2.885660301171241
Pacific,2.830637526147296,2.9350444122291655,3.171251792992396,3.1808287241558686,2.81180511125513,2.889227231903842,2.4912037252757164,5.059332487776313,6.0843230086325235,6.3896090061198105,6.449341932872088,7.5696830171746905,7.505447872371976,8.86672508061236,6.558445938557139,6.446528084644364,10.701426821535366,10.609540256072309
Gulf,1.888714629444666,2.364451026625281,3.124596700914138,3.2937246725432656,1.1012468491701093,0.9865539549047908,1.378245853069092,1.3034736885058118,1.918208618842847,1.631953127359085,1.3838244436592229,3.285027202672258,3.2884520488110445,3.0056359641791923,5.530067442561718,3.8351841186836473,5.028109399854793,5.331183124868295
Northeast,304.2167710993103,279.9336324955021,398.2536125527919,301.95822584889964,259.09312911663494,318.40130007404093,325.12472363444977,451.8490433194268,653.4454506148362,706.9845804000718,530.4137945598898,620.3611785939131,616.4502266497425,768.1368317173468,644.3860207869475,655.7759617415566,648.8617990217233,826.4127877393978
Midwest,20.91176803782845,19.487801527357853,34.88603433732768,23.03931273143031,37.31393152562527,42.350715730390085,42.928196606008925,54.65941665235769,58.4067631987023,71.35590814738441,91.98668681854292,97.67110771893692,60.68593018917858,80.68999855552697,54.09850943170492,74.65598647546828,84.17700415355424,101.63550731116709
