datenum,year,month,day,datetime,data_mean_global,data_mean_nh,data_mean_sh
99300,271,11,15,15-Nov-0271 00:00:00,279.7453781,279.4559483,280.0348078
99330,271,12,15,15-Dec-0271 00:00:00,280.3806471,280.696829,280.0644652
99361,272,1,15,15-Jan-0272 00:00:00,280.8390217,281.5182416,280.1598017
99392,272,2,15,15-Feb-0272 00:00:00,281.2199529,282.1722932,280.2676127
99421,272,3,15,15-Mar-0272 00:00:00,281.5598116,282.8127552,280.3068679
99452,272,4,15,15-Apr-0272 00:00:00,281.7984277,283.3454213,280.251434
99482,272,5,15,15-May-0272 00:00:00,281.7408405,283.2478903,280.2337906
99513,272,6,15,15-Jun-0272 00:00:00,281.0073088,281.7327114,280.2819062
99543,272,7,15,15-Jul-0272 00:00:00,279.366763,278.4506706,280.2828554
99574,272,8,15,15-Aug-0272 00:00:00,277.7632701,275.3892179,280.1373223
99605,272,9,15,15-Sep-0272 00:00:00,277.722418,275.4859808,279.9588553
99635,272,10,15,15-Oct-0272 00:00:00,278.7578706,277.5937504,279.9219908
99666,272,11,15,15-Nov-0272 00:00:00,279.7606125,279.4711827,280.0500422
99696,272,12,15,15-Dec-0272 00:00:00,280.3957027,280.7118846,280.0795208
99727,273,1,15,15-Jan-0273 00:00:00,280.8536738,281.5328937,280.1744538
99758,273,2,15,15-Feb-0273 00:00:00,281.2340245,282.1863648,280.2816843
99786,273,3,15,15-Mar-0273 00:00:00,281.5731734,282.8261171,280.3202298
99817,273,4,15,15-Apr-0273 00:00:00,281.8109983,283.3579919,280.2640046
99847,273,5,15,15-May-0273 00:00:00,281.752586,283.2596358,280.2455362
99878,273,6,15,15-Jun-0273 00:00:00,281.0182432,281.7436458,280.2928407
99908,273,7,15,15-Jul-0273 00:00:00,279.3769481,278.4608557,280.2930405
99939,273,8,15,15-Aug-0273 00:00:00,277.7728151,275.398763,280.1468673
99970,273,9,15,15-Sep-0273 00:00:00,277.7314793,275.495042,279.9679165
100000,273,10,15,15-Oct-0273 00:00:00,278.7666193,277.6024991,279.9307395
100031,273,11,15,15-Nov-0273 00:00:00,279.7691962,279.4797664,280.0586259
100061,273,12,15,15-Dec-0273 00:00:00,280.4042428,280.7204247,280.0880609
100092,274,1,15,15-Jan-0274 00:00:00,280.8622655,281.5414854,280.1830455
100123,274,2,15,15-Feb-0274 00:00:00,281.2427369,282.1950771,280.2903967
100151,274,3,15,15-Mar-0274 00:00:00,281.5820494,282.8349931,280.3291057
100182,274,4,15,15-Apr-0274 00:00:00,281.8200546,283.3670483,280.273061
100212,274,5,15,15-May-0274 00:00:00,281.7618134,283.2688632,280.2547636
100243,274,6,15,15-Jun-0274 00:00:00,281.0276062,281.7530087,280.3022036
100273,274,7,15,15-Jul-0274 00:00:00,279.3863848,278.4702924,280.3024772
100304,274,8,15,15-Aug-0274 00:00:00,277.7822379,275.4081857,280.1562901
100335,274,9,15,15-Sep-0274 00:00:00,277.7407744,275.5043372,279.9772117
100365,274,10,15,15-Oct-0274 00:00:00,278.7756656,277.6115454,279.9397858
100396,274,11,15,15-Nov-0274 00:00:00,279.777894,279.4884643,280.0673238
100426,274,12,15,15-Dec-0274 00:00:00,280.4125172,280.7286991,280.0963353
100457,275,1,15,15-Jan-0275 00:00:00,280.870066,281.5492859,280.190846
100488,275,2,15,15-Feb-0275 00:00:00,281.2500374,282.2023776,280.2976971
100516,275,3,15,15-Mar-0275 00:00:00,281.5888481,282.8417918,280.3359045
100547,275,4,15,15-Apr-0275 00:00:00,281.8263745,283.3733682,280.2793808
100577,275,5,15,15-May-0275 00:00:00,281.7677017,283.2747515,280.2606519
100608,275,6,15,15-Jun-0275 00:00:00,281.0331346,281.7585371,280.307732
100638,275,7,15,15-Jul-0275 00:00:00,279.3916496,278.4755572,280.3077419
100669,275,8,15,15-Aug-0275 00:00:00,277.7873596,275.4133074,280.1614118
100700,275,9,15,15-Sep-0275 00:00:00,277.7458981,275.5094609,279.9823354
100730,275,10,15,15-Oct-0275 00:00:00,278.7809471,277.6168269,279.9450673
100761,275,11,15,15-Nov-0275 00:00:00,279.7834723,279.4940426,280.0729021
100791,275,12,15,15-Dec-0275 00:00:00,280.4185111,280.734693,280.1023292
100822,276,1,15,15-Jan-0276 00:00:00,280.8765739,281.5557938,280.1973539
100853,276,2,15,15-Feb-0276 00:00:00,281.2571376,282.2094778,280.3047974
100882,276,3,15,15-Mar-0276 00:00:00,281.5965988,282.8495424,280.3436551
100913,276,4,15,15-Apr-0276 00:00:00,281.8348133,283.381807,280.2878196
100943,276,5,15,15-May-0276 00:00:00,281.7768462,283.2838961,280.2697964
100974,276,6,15,15-Jun-0276 00:00:00,281.0429822,281.7683848,280.3175796
101004,276,7,15,15-Jul-0276 00:00:00,279.4021774,278.486085,280.3182698
101035,276,8,15,15-Aug-0276 00:00:00,277.7985245,275.4244724,280.1725767
101066,276,9,15,15-Sep-0276 00:00:00,277.7576367,275.5211995,279.994074
101096,276,10,15,15-Oct-0276 00:00:00,278.7931784,277.6290582,279.9572985
101127,276,11,15,15-Nov-0276 00:00:00,279.7961015,279.5066717,280.0855312
101157,276,12,15,15-Dec-0276 00:00:00,280.4314296,280.7476115,280.1152477
101188,277,1,15,15-Jan-0277 00:00:00,280.8896596,281.5688795,280.2104397
101219,277,2,15,15-Feb-0277 00:00:00,281.2702548,282.222595,280.3179145
101247,277,3,15,15-Mar-0277 00:00:00,281.6095979,282.8625416,280.3566543
101278,277,4,15,15-Apr-0277 00:00:00,281.8475314,283.3945251,280.3005377
101308,277,5,15,15-May-0277 00:00:00,281.7891065,283.2961563,280.2820567
101339,277,6,15,15-Jun-0277 00:00:00,281.0545942,281.7799968,280.3291916
101369,277,7,15,15-Jul-0277 00:00:00,279.4129371,278.4968447,280.3290295
101400,277,8,15,15-Aug-0277 00:00:00,277.8082142,275.434162,280.1822664
101431,277,9,15,15-Sep-0277 00:00:00,277.766025,275.5295877,280.0024623
101461,277,10,15,15-Oct-0277 00:00:00,278.8000354,277.6359152,279.9641556
101492,277,11,15,15-Nov-0277 00:00:00,279.801257,279.5118273,280.0906868
101522,277,12,15,15-Dec-0277 00:00:00,280.4347868,280.7509687,280.118605
101553,278,1,15,15-Jan-0278 00:00:00,280.8911953,281.5704153,280.2119754
101584,278,2,15,15-Feb-0278 00:00:00,281.2700192,282.2223594,280.3176789
101612,278,3,15,15-Mar-0278 00:00:00,281.6077147,282.8606584,280.3547711
101643,278,4,15,15-Apr-0278 00:00:00,281.8441978,283.3911915,280.2972041
101673,278,5,15,15-May-0278 00:00:00,281.7845932,283.291643,280.2775434
101704,278,6,15,15-Jun-0278 00:00:00,281.0492455,281.7746481,280.3238429
101734,278,7,15,15-Jul-0278 00:00:00,279.4071706,278.4910783,280.323263
101765,278,8,15,15-Aug-0278 00:00:00,277.8025213,275.4284691,280.1765735
101796,278,9,15,15-Sep-0278 00:00:00,277.7609703,275.524533,279.9974076
101826,278,10,15,15-Oct-0278 00:00:00,278.7962291,277.6321089,279.9603493
101857,278,11,15,15-Nov-0278 00:00:00,279.7992223,279.5097926,280.0886521
101887,278,12,15,15-Dec-0278 00:00:00,280.4349206,280.7511025,280.1187388
101918,279,1,15,15-Jan-0279 00:00:00,280.893768,281.5729879,280.214548
101949,279,2,15,15-Feb-0279 00:00:00,281.2751746,282.2275148,280.3228343
101977,279,3,15,15-Mar-0279 00:00:00,281.6154704,282.868414,280.3625267
102008,279,4,15,15-Apr-0279 00:00:00,281.8544447,283.4014384,280.3074511
102038,279,5,15,15-May-0279 00:00:00,281.797096,283.3041459,280.2900462
102069,279,6,15,15-Jun-0279 00:00:00,281.0636423,281.7890449,280.3382397
102099,279,7,15,15-Jul-0279 00:00:00,279.4229732,278.5068808,280.3390656
102130,279,8,15,15-Aug-0279 00:00:00,277.8191147,275.4450625,280.1931669
102161,279,9,15,15-Sep-0279 00:00:00,277.7776135,275.5411762,280.0140507
102191,279,10,15,15-Oct-0279 00:00:00,278.812084,277.6479638,279.9762042
102222,279,11,15,15-Nov-0279 00:00:00,279.8135338,279.5241041,280.1029636
102252,279,12,15,15-Dec-0279 00:00:00,280.4470848,280.7632667,280.130903
102283,280,1,15,15-Jan-0280 00:00:00,280.9033324,281.5825524,280.2241125
102314,280,2,15,15-Feb-0280 00:00:00,281.2818382,282.2341785,280.329498
102343,280,3,15,15-Mar-0280 00:00:00,281.6190836,282.8720272,280.3661399
102374,280,4,15,15-Apr-0280 00:00:00,281.8550092,283.4020029,280.3080156
102404,280,5,15,15-May-0280 00:00:00,281.7947649,283.3018148,280.2877151
102435,280,6,15,15-Jun-0280 00:00:00,281.0587202,281.7841228,280.3333177
102465,280,7,15,15-Jul-0280 00:00:00,279.415916,278.4998236,280.3320084
102496,280,8,15,15-Aug-0280 00:00:00,277.8105299,275.4364777,280.1845821
102527,280,9,15,15-Sep-0280 00:00:00,277.7682597,275.5318225,280.004697
102557,280,10,15,15-Oct-0280 00:00:00,278.8028486,277.6387284,279.9669688
102588,280,11,15,15-Nov-0280 00:00:00,279.8052506,279.5158209,280.0946804
102618,280,12,15,15-Dec-0280 00:00:00,280.4404464,280.7566283,280.1242645
102649,281,1,15,15-Jan-0281 00:00:00,280.8988894,281.5781094,280.2196695
102680,281,2,15,15-Feb-0281 00:00:00,281.2799994,282.2323396,280.3276591
102708,281,3,15,15-Mar-0281 00:00:00,281.6201157,282.8730593,280.367172
102739,281,4,15,15-Apr-0281 00:00:00,281.8590372,283.4060308,280.3120435
102769,281,5,15,15-May-0281 00:00:00,281.8017717,283.3088215,280.2947219
102800,281,6,15,15-Jun-0281 00:00:00,281.0685468,281.7939494,280.3431442
102830,281,7,15,15-Jul-0281 00:00:00,279.4282616,278.5121692,280.344354
102861,281,8,15,15-Aug-0281 00:00:00,277.8249517,275.4508995,280.1990039
102892,281,9,15,15-Sep-0281 00:00:00,277.784173,275.5477357,280.0206102
102922,281,10,15,15-Oct-0281 00:00:00,278.8195401,277.6554199,279.9836603
102953,281,11,15,15-Nov-0281 00:00:00,279.8220203,279.5325905,280.11145
102983,281,12,15,15-Dec-0281 00:00:00,280.4566932,280.7728751,280.1405113
103014,282,1,15,15-Jan-0282 00:00:00,280.9141129,281.5933329,280.234893
103045,282,2,15,15-Feb-0282 00:00:00,281.2937996,282.2461398,280.3414594
103073,282,3,15,15-Mar-0282 00:00:00,281.632193,282.8851367,280.3792494
103104,282,4,15,15-Apr-0282 00:00:00,281.8691926,283.4161862,280.3221989
103134,282,5,15,15-May-0282 00:00:00,281.8099066,283.3169564,280.3028567
103165,282,6,15,15-Jun-0282 00:00:00,281.074663,281.8000656,280.3492604
103195,282,7,15,15-Jul-0282 00:00:00,279.4324614,278.516369,280.3485538
103226,282,8,15,15-Aug-0282 00:00:00,277.8274378,275.4533856,280.20149
103257,282,9,15,15-Sep-0282 00:00:00,277.7852487,275.5488115,280.021686
103287,282,10,15,15-Oct-0282 00:00:00,278.8196034,277.6554832,279.9837235
103318,282,11,15,15-Nov-0282 00:00:00,279.8214792,279.5320494,280.1109089
103348,282,12,15,15-Dec-0282 00:00:00,280.4559018,280.7720837,280.13972
103379,283,1,15,15-Jan-0283 00:00:00,280.9133695,281.5925894,280.2341495
103410,283,2,15,15-Feb-0283 00:00:00,281.2933466,282.2456868,280.3410063
103438,283,3,15,15-Mar-0283 00:00:00,281.6322171,282.8851608,280.3792735
103469,283,4,15,15-Apr-0283 00:00:00,281.8698247,283.4168184,280.3228311
103499,283,5,15,15-May-0283 00:00:00,281.8112219,283.3182717,280.3041721
103530,283,6,15,15-Jun-0283 00:00:00,281.0766809,281.8020834,280.3512783
103560,283,7,15,15-Jul-0283 00:00:00,279.4351454,278.519053,280.3512378
103591,283,8,15,15-Aug-0283 00:00:00,277.8306958,275.4566436,280.204748
103622,283,9,15,15-Sep-0283 00:00:00,277.7889327,275.5524954,280.02537
103652,283,10,15,15-Oct-0283 00:00:00,278.8235116,277.6593914,279.9876318
103683,283,11,15,15-Nov-0283 00:00:00,279.8253996,279.5359699,280.1148294
103713,283,12,15,15-Dec-0283 00:00:00,280.4596542,280.7758361,280.1434723
103744,284,1,15,15-Jan-0284 00:00:00,280.9168072,281.5960271,280.2375872
103775,284,2,15,15-Feb-0284 00:00:00,281.2963564,282.2486966,280.3440161
103804,284,3,15,15-Mar-0284 00:00:00,281.6347196,282.8876632,280.3817759
103835,284,4,15,15-Apr-0284 00:00:00,281.8717739,283.4187675,280.3247802
103865,284,5,15,15-May-0284 00:00:00,281.8126054,283.3196552,280.3055555
103896,284,6,15,15-Jun-0284 00:00:00,281.0775199,281.8029224,280.3521173
103926,284,7,15,15-Jul-0284 00:00:00,279.4354947,278.5194023,280.3515871
103957,284,8,15,15-Aug-0284 00:00:00,277.8306438,275.4565916,280.204696
103988,284,9,15,15-Sep-0284 00:00:00,277.7886013,275.552164,280.0250386
104018,284,10,15,15-Oct-0284 00:00:00,278.8230557,277.6589355,279.9871759
104049,284,11,15,15-Nov-0284 00:00:00,279.824986,279.5355563,280.1144158
104079,284,12,15,15-Dec-0284 00:00:00,280.4594363,280.7756182,280.1432545
104110,285,1,15,15-Jan-0285 00:00:00,280.9169234,281.5961433,280.2377034
104141,285,2,15,15-Feb-0285 00:00:00,281.2969301,282.2492703,280.3445899
104169,285,3,15,15-Mar-0285 00:00:00,281.6358593,282.8888029,280.3829156
104200,285,4,15,15-Apr-0285 00:00:00,281.8735729,283.4205665,280.3265792
104230,285,5,15,15-May-0285 00:00:00,281.8151421,283.322192,280.3080923
104261,285,6,15,15-Jun-0285 00:00:00,281.0808579,281.8062605,280.3554553
104291,285,7,15,15-Jul-0285 00:00:00,279.4396824,278.52359,280.3557748
104322,285,8,15,15-Aug-0285 00:00:00,277.8357146,275.4616624,280.2097668
104353,285,9,15,15-Sep-0285 00:00:00,277.7945737,275.5581364,280.031011
104383,285,10,15,15-Oct-0285 00:00:00,278.8299332,277.665813,279.9940534
104414,285,11,15,15-Nov-0285 00:00:00,279.8327544,279.5433246,280.1221841
104444,285,12,15,15-Dec-0285 00:00:00,280.4680562,280.7842381,280.1518743
104475,286,1,15,15-Jan-0286 00:00:00,280.9263291,281.6055491,280.2471092
104506,286,2,15,15-Feb-0286 00:00:00,281.3070301,282.2593703,280.3546899
104534,286,3,15,15-Mar-0286 00:00:00,281.6465356,282.8994793,280.3935919
104565,286,4,15,15-Apr-0286 00:00:00,281.8846815,283.4316752,280.3376879
104595,286,5,15,15-May-0286 00:00:00,281.8265129,283.3335627,280.3194631
104626,286,6,15,15-Jun-0286 00:00:00,281.0922944,281.8176969,280.3668918
104656,286,7,15,15-Jul-0286 00:00:00,279.4509621,278.5348697,280.3670544
104687,286,8,15,15-Aug-0286 00:00:00,277.8465887,275.4725365,280.2206409
104718,286,9,15,15-Sep-0286 00:00:00,277.8047674,275.5683301,280.0412047
104748,286,10,15,15-Oct-0286 00:00:00,278.8391456,277.6750254,280.0032657
104779,286,11,15,15-Nov-0286 00:00:00,279.8406857,279.5512559,280.1301154
104809,286,12,15,15-Dec-0286 00:00:00,280.4744669,280.7906488,280.1582851
104840,287,1,15,15-Jan-0287 00:00:00,280.9310481,281.6102681,280.2518282
104871,287,2,15,15-Feb-0287 00:00:00,281.3099543,282.2622946,280.3576141
104899,287,3,15,15-Mar-0287 00:00:00,281.6476303,282.9005739,280.3946866
104930,287,4,15,15-Apr-0287 00:00:00,281.8839801,283.4309738,280.3369864
104960,287,5,15,15-May-0287 00:00:00,281.824117,283.3311668,280.3170671
104991,287,6,15,15-Jun-0287 00:00:00,281.0883738,281.8137764,280.3629713
105021,287,7,15,15-Jul-0287 00:00:00,279.445755,278.5296626,280.3618474
105052,287,8,15,15-Aug-0287 00:00:00,277.8404015,275.4663493,280.2144537
105083,287,9,15,15-Sep-0287 00:00:00,277.7979746,275.5615373,280.0344118
105113,287,10,15,15-Oct-0287 00:00:00,278.8321897,277.6680696,279.9963099
105144,287,11,15,15-Nov-0287 00:00:00,279.8340404,279.5446106,280.1234701
105174,287,12,15,15-Dec-0287 00:00:00,280.4685352,280.7847171,280.1523533
105205,288,1,15,15-Jan-0288 00:00:00,280.9261455,281.6053654,280.2469255
105236,288,2,15,15-Feb-0288 00:00:00,281.3063087,282.2586489,280.3539685
105265,288,3,15,15-Mar-0288 00:00:00,281.6453821,282.8983258,280.3924385
105296,288,4,15,15-Apr-0288 00:00:00,281.8831823,283.430176,280.3361886
105326,288,5,15,15-May-0288 00:00:00,281.8247349,283.3317847,280.317685
105357,288,6,15,15-Jun-0288 00:00:00,281.0902852,281.8156878,280.3648826
105387,288,7,15,15-Jul-0288 00:00:00,279.4487501,278.5326577,280.3648425
105418,288,8,15,15-Aug-0288 00:00:00,277.844183,275.4701308,280.2182352
105449,288,9,15,15-Sep-0288 00:00:00,277.8021575,275.5657203,280.0385948
105479,288,10,15,15-Oct-0288 00:00:00,278.8363019,277.6721817,280.0004221
105510,288,11,15,15-Nov-0288 00:00:00,279.837558,279.5481282,280.1269877
105540,288,12,15,15-Dec-0288 00:00:00,280.4710109,280.7871928,280.154829
105571,289,1,15,15-Jan-0289 00:00:00,280.9272364,281.6064564,280.2480165
105602,289,2,15,15-Feb-0289 00:00:00,281.3057767,282.2581169,280.3534364
105630,289,3,15,15-Mar-0289 00:00:00,281.6430934,282.896037,280.3901497
105661,289,4,15,15-Apr-0289 00:00:00,281.8791077,283.4261014,280.3321141
105691,289,5,15,15-May-0289 00:00:00,281.81895,283.3259998,280.3119001
105722,289,6,15,15-Jun-0289 00:00:00,281.08297,281.8083726,280.3575674
105752,289,7,15,15-Jul-0289 00:00:00,279.4401893,278.5240969,280.3562816
105783,289,8,15,15-Aug-0289 00:00:00,277.8347657,275.4607135,280.2088179
105814,289,9,15,15-Sep-0289 00:00:00,277.7923776,275.5559404,280.0288149
105844,289,10,15,15-Oct-0289 00:00:00,278.8267576,277.6626375,279.9908778
105875,289,11,15,15-Nov-0289 00:00:00,279.8289183,279.5394885,280.118348
105905,289,12,15,15-Dec-0289 00:00:00,280.4638573,280.7800392,280.1476755
105936,290,1,15,15-Jan-0290 00:00:00,280.9220172,281.6012372,280.2427973
105967,290,2,15,15-Feb-0290 00:00:00,281.3028065,282.2551468,280.3504663
105995,290,3,15,15-Mar-0290 00:00:00,281.6425537,282.8954973,280.38961
106026,290,4,15,15-Apr-0290 00:00:00,281.8810463,283.42804,280.3340526
106056,290,5,15,15-May-0290 00:00:00,281.8232813,283.3303311,280.3162314
106087,290,6,15,15-Jun-0290 00:00:00,281.089475,281.8148776,280.3640724
106117,290,7,15,15-Jul-0290 00:00:00,279.4485155,278.5324231,280.3646079
106148,290,8,15,15-Aug-0290 00:00:00,277.8444273,275.4703751,280.2184795
106179,290,9,15,15-Sep-0290 00:00:00,277.8027552,275.566318,280.0391925
106209,290,10,15,15-Oct-0290 00:00:00,278.8370985,277.6729783,280.0012187
106240,290,11,15,15-Nov-0290 00:00:00,279.8383682,279.5489385,280.127798
106270,290,12,15,15-Dec-0290 00:00:00,280.4716552,280.7878371,280.1554734
106301,291,1,15,15-Jan-0291 00:00:00,280.9275694,281.6067894,280.2483495
106332,291,2,15,15-Feb-0291 00:00:00,281.305687,282.2580272,280.3533468
106360,291,3,15,15-Mar-0291 00:00:00,281.6425039,282.8954475,280.3895602
106391,291,4,15,15-Apr-0291 00:00:00,281.8779753,283.424969,280.3309817
106421,291,5,15,15-May-0291 00:00:00,281.8172658,283.3243156,280.310216
106452,291,6,15,15-Jun-0291 00:00:00,281.0807592,281.8061618,280.3553567
106482,291,7,15,15-Jul-0291 00:00:00,279.4375113,278.5214189,280.3536037
106513,291,8,15,15-Aug-0291 00:00:00,277.831714,275.4576618,280.2057662
106544,291,9,15,15-Sep-0291 00:00:00,277.7890798,275.5526426,280.0255171
106574,291,10,15,15-Oct-0291 00:00:00,278.8233756,277.6592554,279.9874958
106605,291,11,15,15-Nov-0291 00:00:00,279.8256514,279.5362217,280.1150811
106635,291,12,15,15-Dec-0291 00:00:00,280.4609073,280.7770892,280.1447254
106666,292,1,15,15-Jan-0292 00:00:00,280.919549,281.598769,280.2403291
106697,292,2,15,15-Feb-0292 00:00:00,281.3009479,282.2532881,280.3486076
106726,292,3,15,15-Mar-0292 00:00:00,281.6413948,282.8943385,280.3884512
106757,292,4,15,15-Apr-0292 00:00:00,281.8806403,283.427634,280.3336467
106787,292,5,15,15-May-0292 00:00:00,281.8236438,283.3306937,280.316594
106818,292,6,15,15-Jun-0292 00:00:00,281.0905844,281.815987,280.3651819
106848,292,7,15,15-Jul-0292 00:00:00,279.4503128,278.5342204,280.3664052
106879,292,8,15,15-Aug-0292 00:00:00,277.8468161,275.4727639,280.2208683
106910,292,9,15,15-Sep-0292 00:00:00,277.8056019,275.5691646,280.0420392
106940,292,10,15,15-Oct-0292 00:00:00,278.840232,277.6761118,280.0043522
106971,292,11,15,15-Nov-0292 00:00:00,279.8415749,279.5521452,280.1310047
107001,292,12,15,15-Dec-0292 00:00:00,280.4747019,280.7908838,280.15852
107032,293,1,15,15-Jan-0293 00:00:00,280.9302485,281.6094685,280.2510286
107063,293,2,15,15-Feb-0293 00:00:00,281.3078183,282.2601586,280.3554781
107091,293,3,15,15-Mar-0293 00:00:00,281.6439347,282.8968784,280.3909911
107122,293,4,15,15-Apr-0293 00:00:00,281.8785803,283.425574,280.3315867
107152,293,5,15,15-May-0293 00:00:00,281.816947,283.3239968,280.3098972
107183,293,6,15,15-Jun-0293 00:00:00,281.0794461,281.8048487,280.3540435
107213,293,7,15,15-Jul-0293 00:00:00,279.4351606,278.5190682,280.351253
107244,293,8,15,15-Aug-0293 00:00:00,277.8283101,275.4542579,280.2023623
107275,293,9,15,15-Sep-0293 00:00:00,277.7846343,275.548197,280.0210716
107305,293,10,15,15-Oct-0293 00:00:00,278.8179275,277.6538073,279.9820477
107336,293,11,15,15-Nov-0293 00:00:00,279.8192742,279.5298445,280.108704
107366,293,12,15,15-Dec-0293 00:00:00,280.4537183,280.7699002,280.1375364
107397,294,1,15,15-Jan-0294 00:00:00,280.9116756,281.5908956,280.2324557
107428,294,2,15,15-Feb-0294 00:00:00,281.2925248,282.244865,280.3401845
107456,294,3,15,15-Mar-0294 00:00:00,281.632564,282.8855077,280.3796204
107487,294,4,15,15-Apr-0294 00:00:00,281.871551,283.4185447,280.3245574
107517,294,5,15,15-May-0294 00:00:00,281.8144526,283.3215024,280.3074028
107548,294,6,15,15-Jun-0294 00:00:00,281.0814551,281.8068577,280.3560525
107578,294,7,15,15-Jul-0294 00:00:00,279.4414164,278.525324,280.3575088
107609,294,8,15,15-Aug-0294 00:00:00,277.8383311,275.464279,280.2123833
107640,294,9,15,15-Sep-0294 00:00:00,277.797714,275.5612768,280.0341513
107670,294,10,15,15-Oct-0294 00:00:00,278.8331342,277.669014,279.9972544
107701,294,11,15,15-Nov-0294 00:00:00,279.8354604,279.5460306,280.1248901
107731,294,12,15,15-Dec-0294 00:00:00,280.4697206,280.7859025,280.1535387
107762,295,1,15,15-Jan-0295 00:00:00,280.9265134,281.6057333,280.2472934
107793,295,2,15,15-Feb-0295 00:00:00,281.3054085,282.2577487,280.3530683
107821,295,3,15,15-Mar-0295 00:00:00,281.6428956,282.8958392,280.3899519
107852,295,4,15,15-Apr-0295 00:00:00,281.8789236,283.4259172,280.3319299
107882,295,5,15,15-May-0295 00:00:00,281.8186505,283.3257003,280.3116007
107913,295,6,15,15-Jun-0295 00:00:00,281.0824541,281.8078566,280.3570515
107943,295,7,15,15-Jul-0295 00:00:00,279.4393835,278.5232911,280.3554759
107974,295,8,15,15-Aug-0295 00:00:00,277.8336245,275.4595723,280.2076767
108005,295,9,15,15-Sep-0295 00:00:00,277.7908832,275.5544459,280.0273204
108035,295,10,15,15-Oct-0295 00:00:00,278.82492,277.6607998,279.9890402
108066,295,11,15,15-Nov-0295 00:00:00,279.8267905,279.5373607,280.1162202
108096,295,12,15,15-Dec-0295 00:00:00,280.4615528,280.7777347,280.1453709
108127,296,1,15,15-Jan-0296 00:00:00,280.9196377,281.5988576,280.2404177
108158,296,2,15,15-Feb-0296 00:00:00,281.3004343,282.2527746,280.3480941
108187,296,3,15,15-Mar-0296 00:00:00,281.6402516,282.8931952,280.3873079
108218,296,4,15,15-Apr-0296 00:00:00,281.8788577,283.4258513,280.331864
108248,296,5,15,15-May-0296 00:00:00,281.82123,283.3282799,280.3141802
108279,296,6,15,15-Jun-0296 00:00:00,281.0875656,281.8129682,280.362163
108309,296,7,15,15-Jul-0296 00:00:00,279.446733,278.5306406,280.3628254
108340,296,8,15,15-Aug-0296 00:00:00,277.8427371,275.4686849,280.2167893
108371,296,9,15,15-Sep-0296 00:00:00,277.8011036,275.5646663,280.0375408
108401,296,10,15,15-Oct-0296 00:00:00,278.835412,277.6712918,279.9995322
108432,296,11,15,15-Nov-0296 00:00:00,279.8365393,279.5471095,280.125969
108462,296,12,15,15-Dec-0296 00:00:00,280.4694982,280.7856801,280.1533163
108493,297,1,15,15-Jan-0297 00:00:00,280.924889,281.6041089,280.245669
108524,297,2,15,15-Feb-0297 00:00:00,281.3022903,282.2546305,280.34995
108552,297,3,15,15-Mar-0297 00:00:00,281.6382004,282.891144,280.3852567
108583,297,4,15,15-Apr-0297 00:00:00,281.872577,283.4195707,280.3255834
108613,297,5,15,15-May-0297 00:00:00,281.8105871,283.3176369,280.3035372
108644,297,6,15,15-Jun-0297 00:00:00,281.0726169,281.7980195,280.3472143
108674,297,7,15,15-Jul-0297 00:00:00,279.4277245,278.5116321,280.3438169
108705,297,8,15,15-Aug-0297 00:00:00,277.8201044,275.4460522,280.1941566
108736,297,9,15,15-Sep-0297 00:00:00,277.7754715,275.5390343,280.0119088
108766,297,10,15,15-Oct-0297 00:00:00,278.807595,277.6434748,279.9717152
108797,297,11,15,15-Nov-0297 00:00:00,279.8075404,279.5181107,280.0969702
108827,297,12,15,15-Dec-0297 00:00:00,280.4404036,280.7565855,280.1242217
108858,298,1,15,15-Jan-0298 00:00:00,280.8966528,281.5758728,280.2174329
108889,298,2,15,15-Feb-0298 00:00:00,281.2757081,282.2280483,280.3233678
108917,298,3,15,15-Mar-0298 00:00:00,281.6139091,282.8668527,280.3609654
108948,298,4,15,15-Apr-0298 00:00:00,281.8510549,283.3980486,280.3040613
108978,298,5,15,15-May-0298 00:00:00,281.7921538,283.2992036,280.285104
109009,298,6,15,15-Jun-0298 00:00:00,281.0574335,281.7828361,280.332031
109039,298,7,15,15-Jul-0298 00:00:00,279.4157935,278.4997011,280.3318859
109070,298,8,15,15-Aug-0298 00:00:00,277.8112695,275.4372173,280.1853217
109101,298,9,15,15-Sep-0298 00:00:00,277.769418,275.5329807,280.0058552
109131,298,10,15,15-Oct-0298 00:00:00,278.8038493,277.6397291,279.9679695
109162,298,11,15,15-Nov-0298 00:00:00,279.8054707,279.516041,280.0949005
109192,298,12,15,15-Dec-0298 00:00:00,280.4392868,280.7554686,280.1231049
109223,299,1,15,15-Jan-0299 00:00:00,280.895849,281.5750689,280.2166291
109254,299,2,15,15-Feb-0299 00:00:00,281.2746894,282.2270296,280.3223492
109282,299,3,15,15-Mar-0299 00:00:00,281.6122595,282.8652032,280.3593159
109313,299,4,15,15-Apr-0299 00:00:00,281.8484704,283.3954641,280.3014768
109343,299,5,15,15-May-0299 00:00:00,281.7884421,283.295492,280.2813923
109374,299,6,15,15-Jun-0299 00:00:00,281.0525144,281.7779169,280.3271118
109404,299,7,15,15-Jul-0299 00:00:00,279.4096984,278.493606,280.3257908
109435,299,8,15,15-Aug-0299 00:00:00,277.804142,275.4300898,280.1781942
109466,299,9,15,15-Sep-0299 00:00:00,277.7615133,275.525076,279.9979505
109496,299,10,15,15-Oct-0299 00:00:00,278.7955348,277.6314146,279.9596549
