datenum,year,month,day,datetime,data_mean_global,data_mean_nh,data_mean_sh
457420,1252,5,15,15-May-1252 00:00:00,284.0043481,285.5113979,282.4972983
457451,1252,6,15,15-Jun-1252 00:00:00,283.267398,283.9928006,282.5419954
457481,1252,7,15,15-Jul-1252 00:00:00,281.6235361,280.7074437,282.5396285
457512,1252,8,15,15-Aug-1252 00:00:00,280.0168569,277.6428047,282.3909091
457543,1252,9,15,15-Sep-1252 00:00:00,279.9729606,277.7365233,282.2093979
457573,1252,10,15,15-Oct-1252 00:00:00,281.0054999,279.8413797,282.1696201
457604,1252,11,15,15-Nov-1252 00:00:00,282.0054242,281.7159945,282.294854
457634,1252,12,15,15-Dec-1252 00:00:00,282.6377562,282.9539381,282.3215743
457665,1253,1,15,15-Jan-1253 00:00:00,283.0929918,283.7722118,282.4137719
457696,1253,2,15,15-Feb-1253 00:00:00,283.4705934,284.4229336,282.5182531
457724,1253,3,15,15-Mar-1253 00:00:00,283.8069428,285.0598865,282.5539992
457755,1253,4,15,15-Apr-1253 00:00:00,284.0418815,285.5888751,282.4948878
457785,1253,5,15,15-May-1253 00:00:00,283.9804598,285.4875096,282.47341
457816,1253,6,15,15-Jun-1253 00:00:00,283.2429479,283.9683505,282.5175453
457846,1253,7,15,15-Jul-1253 00:00:00,281.5982874,280.682195,282.5143798
457877,1253,8,15,15-Aug-1253 00:00:00,279.9905725,277.6165203,282.3646247
457908,1253,9,15,15-Sep-1253 00:00:00,279.9454552,277.7090179,282.1818924
457938,1253,10,15,15-Oct-1253 00:00:00,280.976647,279.8125268,282.1407672
457969,1253,11,15,15-Nov-1253 00:00:00,281.9751563,281.6857265,282.264586
457999,1253,12,15,15-Dec-1253 00:00:00,282.6060644,282.9222463,282.2898825
458030,1254,1,15,15-Jan-1254 00:00:00,283.0599262,283.7391461,282.3807062
458061,1254,2,15,15-Feb-1254 00:00:00,283.4362628,284.388603,282.4839226
458089,1254,3,15,15-Mar-1254 00:00:00,283.771515,285.0244587,282.5185714
458120,1254,4,15,15-Apr-1254 00:00:00,284.005583,285.5525767,282.4585893
458150,1254,5,15,15-May-1254 00:00:00,283.9435761,285.4506259,282.4365262
458181,1254,6,15,15-Jun-1254 00:00:00,283.2058231,283.9312257,282.4804205
458211,1254,7,15,15-Jul-1254 00:00:00,281.5613245,280.6452321,282.4774169
458242,1254,8,15,15-Aug-1254 00:00:00,279.9541999,277.5801477,282.3282521
458273,1254,9,15,15-Sep-1254 00:00:00,279.910036,277.6735988,282.1464733
458303,1254,10,15,15-Oct-1254 00:00:00,280.9424639,279.7783437,282.1065841
458334,1254,11,15,15-Nov-1254 00:00:00,281.9424111,281.6529814,282.2318409
458364,1254,12,15,15-Dec-1254 00:00:00,282.5748784,282.8910603,282.2586965
458395,1255,1,15,15-Jan-1255 00:00:00,283.0303401,283.70956,282.3511201
458426,1255,2,15,15-Feb-1255 00:00:00,283.4082364,284.3605767,282.4558962
458454,1255,3,15,15-Mar-1255 00:00:00,283.7449278,284.9978714,282.4919841
458485,1255,4,15,15-Apr-1255 00:00:00,283.9802335,285.5272272,282.4332399
458515,1255,5,15,15-May-1255 00:00:00,283.9191824,285.4262322,282.4121325
458546,1255,6,15,15-Jun-1255 00:00:00,283.1820225,283.9074251,282.45662
458576,1255,7,15,15-Jul-1255 00:00:00,281.5376738,280.6215814,282.4537662
458607,1255,8,15,15-Aug-1255 00:00:00,279.9302074,277.5561552,282.3042596
458638,1255,9,15,15-Sep-1255 00:00:00,279.8852739,277.6488366,282.1217111
458668,1255,10,15,15-Oct-1255 00:00:00,280.9165931,279.7524729,282.0807132
458699,1255,11,15,15-Nov-1255 00:00:00,281.9151812,281.6257515,282.204611
458729,1255,12,15,15-Dec-1255 00:00:00,282.546128,282.8623098,282.2299461
458760,1256,1,15,15-Jan-1256 00:00:00,282.9999962,283.6792161,282.3207762
458791,1256,2,15,15-Feb-1256 00:00:00,283.3763152,284.3286554,282.4239749
458820,1256,3,15,15-Mar-1256 00:00:00,283.7115338,284.9644775,282.4585901
458851,1256,4,15,15-Apr-1256 00:00:00,283.9455604,285.492554,282.3985667
458881,1256,5,15,15-May-1256 00:00:00,283.8835123,285.3905621,282.3764624
458912,1256,6,15,15-Jun-1256 00:00:00,283.1457265,283.8711291,282.4203239
458942,1256,7,15,15-Jul-1256 00:00:00,281.5012116,280.5851192,282.417304
458973,1256,8,15,15-Aug-1256 00:00:00,279.8941006,277.5200484,282.2681528
459004,1256,9,15,15-Sep-1256 00:00:00,279.8499825,277.6135452,282.0864198
459034,1256,10,15,15-Oct-1256 00:00:00,280.8824798,279.7183596,282.0466
459065,1256,11,15,15-Nov-1256 00:00:00,281.8825115,281.5930817,282.1719412
459095,1256,12,15,15-Dec-1256 00:00:00,282.5150697,282.8312516,282.1988878
459126,1257,1,15,15-Jan-1257 00:00:00,282.9706202,283.6498402,282.2914003
459157,1257,2,15,15-Feb-1257 00:00:00,283.3485948,284.3009351,282.3962546
459185,1257,3,15,15-Mar-1257 00:00:00,283.6853451,284.9382888,282.4324014
459216,1257,4,15,15-Apr-1257 00:00:00,283.920682,285.4676757,282.3736884
459246,1257,5,15,15-May-1257 00:00:00,283.8596256,285.3666755,282.3525758
459277,1257,6,15,15-Jun-1257 00:00:00,283.1224156,283.8478182,282.3970131
459307,1257,7,15,15-Jul-1257 00:00:00,281.4779632,280.5618708,282.3940556
459338,1257,8,15,15-Aug-1257 00:00:00,279.8703253,277.4962732,282.2443775
459369,1257,9,15,15-Sep-1257 00:00:00,279.825143,277.5887058,282.0615803
459399,1257,10,15,15-Oct-1257 00:00:00,280.8561388,279.6920186,282.020259
459430,1257,11,15,15-Nov-1257 00:00:00,281.8543318,281.564902,282.1437615
459460,1257,12,15,15-Dec-1257 00:00:00,282.4848144,282.8009963,282.1686325
459491,1258,1,15,15-Jan-1258 00:00:00,282.9381526,283.6173725,282.2589326
459522,1258,2,15,15-Feb-1258 00:00:00,283.3138783,284.2662186,282.3615381
459550,1258,3,15,15-Mar-1258 00:00:00,283.6484434,284.9013871,282.3954997
459581,1258,4,15,15-Apr-1258 00:00:00,283.881759,285.4287526,282.3347653
459611,1258,5,15,15-May-1258 00:00:00,283.8189453,285.3259951,282.3118954
459642,1258,6,15,15-Jun-1258 00:00:00,283.0803422,283.8057448,282.3549396
459672,1258,7,15,15-Jul-1258 00:00:00,281.4349611,280.5188687,282.3510535
459703,1258,8,15,15-Aug-1258 00:00:00,279.8269453,277.4528931,282.2009975
459734,1258,9,15,15-Sep-1258 00:00:00,279.7819131,277.5454758,282.0183504
459764,1258,10,15,15-Oct-1258 00:00:00,280.8135127,279.6493925,281.9776329
459795,1258,11,15,15-Nov-1258 00:00:00,281.8126886,281.5232589,282.1021184
459825,1258,12,15,15-Dec-1258 00:00:00,282.4444584,282.7606403,282.1282765
459856,1259,1,15,15-Jan-1259 00:00:00,282.8993132,283.5785332,282.2200933
459887,1259,2,15,15-Feb-1259 00:00:00,283.2767104,284.2290506,282.3243701
459915,1259,3,15,15-Mar-1259 00:00:00,283.6130268,284.8659705,282.3600832
459946,1259,4,15,15-Apr-1259 00:00:00,283.8480991,285.3950927,282.3011054
459976,1259,5,15,15-May-1259 00:00:00,283.7869726,285.2940224,282.2799227
460007,1259,6,15,15-Jun-1259 00:00:00,283.0499125,283.775315,282.3245099
460037,1259,7,15,15-Jul-1259 00:00:00,281.4058554,280.489763,282.3219478
460068,1259,8,15,15-Aug-1259 00:00:00,279.7988759,277.4248238,282.1729281
460099,1259,9,15,15-Sep-1259 00:00:00,279.7545861,277.5181489,281.9910234
460129,1259,10,15,15-Oct-1259 00:00:00,280.7866643,279.6225441,281.9507845
460160,1259,11,15,15-Nov-1259 00:00:00,281.7860855,281.4966558,282.0755152
460190,1259,12,15,15-Dec-1259 00:00:00,282.4178982,282.7340801,282.1017163
460221,1260,1,15,15-Jan-1260 00:00:00,282.8726242,283.5518442,282.1934043
460252,1260,2,15,15-Feb-1260 00:00:00,283.2497515,284.2020918,282.2974113
460281,1260,3,15,15-Mar-1260 00:00:00,283.5856879,284.8386315,282.3327442
460312,1260,4,15,15-Apr-1260 00:00:00,283.8203004,285.367294,282.2733067
460342,1260,5,15,15-May-1260 00:00:00,283.7586652,285.265715,282.2516154
460373,1260,6,15,15-Jun-1260 00:00:00,283.0210783,283.7464809,282.2956757
460403,1260,7,15,15-Jul-1260 00:00:00,281.3765069,280.4604145,282.2925993
460434,1260,8,15,15-Aug-1260 00:00:00,279.7690551,277.3950029,282.1431073
460465,1260,9,15,15-Sep-1260 00:00:00,279.7243474,277.4879102,281.9607847
460495,1260,10,15,15-Oct-1260 00:00:00,280.7560632,279.591943,281.9201834
460526,1260,11,15,15-Nov-1260 00:00:00,281.7551782,281.4657485,282.044608
460556,1260,12,15,15-Dec-1260 00:00:00,282.3867417,282.7029235,282.0705598
460587,1261,1,15,15-Jan-1261 00:00:00,282.8412759,283.5204959,282.162056
460618,1261,2,15,15-Feb-1261 00:00:00,283.2182698,284.17061,282.2659295
460646,1261,3,15,15-Mar-1261 00:00:00,283.5541316,284.8070753,282.3011879
460677,1261,4,15,15-Apr-1261 00:00:00,283.7887293,285.3357229,282.2417356
460707,1261,5,15,15-May-1261 00:00:00,283.7271397,285.2341895,282.2200899
460738,1261,6,15,15-Jun-1261 00:00:00,282.9896594,283.715062,282.2642568
460768,1261,7,15,15-Jul-1261 00:00:00,281.3452564,280.429164,282.2613488
460799,1261,8,15,15-Aug-1261 00:00:00,279.7380353,277.3639831,282.1120874
460830,1261,9,15,15-Sep-1261 00:00:00,279.6936149,277.4571776,281.9300521
460860,1261,10,15,15-Oct-1261 00:00:00,280.7256622,279.561542,281.8897824
460891,1261,11,15,15-Nov-1261 00:00:00,281.7251402,281.4357105,282.01457
460921,1261,12,15,15-Dec-1261 00:00:00,282.3570854,282.6732673,282.0409035
460952,1262,1,15,15-Jan-1262 00:00:00,282.8120073,283.4912272,282.1327874
460983,1262,2,15,15-Feb-1262 00:00:00,283.189382,284.1417223,282.2370418
461011,1262,3,15,15-Mar-1262 00:00:00,283.5256052,284.7785488,282.2726615
461042,1262,4,15,15-Apr-1262 00:00:00,283.7605319,285.3075255,282.2135382
461072,1262,5,15,15-May-1262 00:00:00,283.6992262,285.206276,282.1921763
461103,1262,6,15,15-Jun-1262 00:00:00,282.9619719,283.6873745,282.2365694
461133,1262,7,15,15-Jul-1262 00:00:00,281.3177245,280.4016321,282.2338169
461164,1262,8,15,15-Aug-1262 00:00:00,279.7105758,277.3365236,282.0846279
461195,1262,9,15,15-Sep-1262 00:00:00,279.6661448,277.4297076,281.9025821
461225,1262,10,15,15-Oct-1262 00:00:00,280.6981146,279.5339944,281.8622348
461256,1262,11,15,15-Nov-1262 00:00:00,281.6974654,281.4080356,281.9868951
461286,1262,12,15,15-Dec-1262 00:00:00,282.3292505,282.6454324,282.0130686
461317,1263,1,15,15-Jan-1263 00:00:00,282.7839968,283.4632167,282.1047768
461348,1263,2,15,15-Feb-1263 00:00:00,283.1611975,284.1135377,282.2088572
461376,1263,3,15,15-Mar-1263 00:00:00,283.4972653,284.7502089,282.2443216
461407,1263,4,15,15-Apr-1263 00:00:00,283.7320724,285.2790661,282.1850788
461437,1263,5,15,15-May-1263 00:00:00,283.6707002,285.17775,282.1636503
461468,1263,6,15,15-Jun-1263 00:00:00,282.9334494,283.658852,282.2080468
461498,1263,7,15,15-Jul-1263 00:00:00,281.2892926,280.3732003,282.205385
461529,1263,8,15,15-Aug-1263 00:00:00,279.6823387,277.3082865,282.0563909
461560,1263,9,15,15-Sep-1263 00:00:00,279.6382078,277.4017705,281.874645
461590,1263,10,15,15-Oct-1263 00:00:00,280.6705574,279.5064373,281.8346776
461621,1263,11,15,15-Nov-1263 00:00:00,281.6703402,281.3809104,281.9597699
461651,1263,12,15,15-Dec-1263 00:00:00,282.3025817,282.6187636,281.9863998
461682,1264,1,15,15-Jan-1264 00:00:00,282.757781,283.437001,282.0785611
461713,1264,2,15,15-Feb-1264 00:00:00,283.1354036,284.0877438,282.1830633
461742,1264,3,15,15-Mar-1264 00:00:00,283.4718343,284.724778,282.2188907
461773,1264,4,15,15-Apr-1264 00:00:00,283.7069178,285.2539115,282.1599241
461803,1264,5,15,15-May-1264 00:00:00,283.6457074,285.1527573,282.1386576
461834,1264,6,15,15-Jun-1264 00:00:00,282.9084764,283.633879,282.1830739
461864,1264,7,15,15-Jul-1264 00:00:00,281.2641694,280.348077,282.1802618
461895,1264,8,15,15-Aug-1264 00:00:00,279.6568677,277.2828155,282.0309199
461926,1264,9,15,15-Sep-1264 00:00:00,279.6121849,277.3757476,281.8486221
461956,1264,10,15,15-Oct-1264 00:00:00,280.6438165,279.4796963,281.8079367
461987,1264,11,15,15-Nov-1264 00:00:00,281.642759,281.3533292,281.9321887
462017,1264,12,15,15-Dec-1264 00:00:00,282.2740818,282.5902637,281.9579
462048,1265,1,15,15-Jan-1265 00:00:00,282.728328,283.4075479,282.049108
462079,1265,2,15,15-Feb-1265 00:00:00,283.1050066,284.0573468,282.1526664
462107,1265,3,15,15-Mar-1265 00:00:00,283.4405465,284.6934902,282.1876029
462138,1265,4,15,15-Apr-1265 00:00:00,283.6748361,285.2218298,282.1278425
462168,1265,5,15,15-May-1265 00:00:00,283.6129727,285.1200225,282.1059229
462199,1265,6,15,15-Jun-1265 00:00:00,282.8752733,283.6006758,282.1498707
462229,1265,7,15,15-Jul-1265 00:00:00,281.2307263,280.3146339,282.1468187
462260,1265,8,15,15-Aug-1265 00:00:00,279.6234569,277.2494047,281.9975091
462291,1265,9,15,15-Sep-1265 00:00:00,279.579101,277.3426638,281.8155383
462321,1265,10,15,15-Oct-1265 00:00:00,280.6113201,279.4471999,281.7754402
462352,1265,11,15,15-Nov-1265 00:00:00,281.6110665,281.3216367,281.9004962
462382,1265,12,15,15-Dec-1265 00:00:00,282.2433661,282.5595479,281.9271842
462413,1266,1,15,15-Jan-1266 00:00:00,282.6987178,283.3779378,282.0194979
462444,1266,2,15,15-Feb-1266 00:00:00,283.0765872,284.0289275,282.124247
462472,1266,3,15,15-Mar-1266 00:00:00,283.4133593,284.666303,282.1604157
462503,1266,4,15,15-Apr-1266 00:00:00,283.6488785,285.1958722,282.1018849
462533,1266,5,15,15-May-1266 00:00:00,283.5881984,285.0952482,282.0811486
462564,1266,6,15,15-Jun-1266 00:00:00,282.8515921,283.5769947,282.1261895
462594,1266,7,15,15-Jul-1266 00:00:00,281.2080044,280.291912,282.1240968
462625,1266,8,15,15-Aug-1266 00:00:00,279.6015165,277.2274643,281.9755687
462656,1266,9,15,15-Sep-1266 00:00:00,279.5577353,277.3212981,281.7941726
462686,1266,10,15,15-Oct-1266 00:00:00,280.5903437,279.4262235,281.7544639
462717,1266,11,15,15-Nov-1266 00:00:00,281.5903262,281.3008964,281.8797559
462747,1266,12,15,15-Dec-1266 00:00:00,282.2227406,282.5389225,281.9065587
462778,1267,1,15,15-Jan-1267 00:00:00,282.6781182,283.3573382,281.9988983
462809,1267,2,15,15-Feb-1267 00:00:00,283.0559566,284.0082968,282.1036163
462837,1267,3,15,15-Mar-1267 00:00:00,283.3926729,284.6456165,282.1397292
462868,1267,4,15,15-Apr-1267 00:00:00,283.6281437,285.1751374,282.0811501
462898,1267,5,15,15-May-1267 00:00:00,283.5674548,285.0745046,282.0604049
462929,1267,6,15,15-Jun-1267 00:00:00,282.8309114,283.5563139,282.1055088
462959,1267,7,15,15-Jul-1267 00:00:00,281.1874903,280.2713979,282.1035827
462990,1267,8,15,15-Aug-1267 00:00:00,279.5813051,277.2072529,281.9553573
463021,1267,9,15,15-Sep-1267 00:00:00,279.5379838,277.3015465,281.774421
463051,1267,10,15,15-Oct-1267 00:00:00,280.5711792,279.407059,281.7352994
463082,1267,11,15,15-Nov-1267 00:00:00,281.5718313,281.2824015,281.861261
463112,1267,12,15,15-Dec-1267 00:00:00,282.2049528,282.5211347,281.8887709
463143,1268,1,15,15-Jan-1268 00:00:00,282.6610303,283.3402503,281.9818104
463174,1268,2,15,15-Feb-1268 00:00:00,283.0395165,283.9918567,282.0871762
463203,1268,3,15,15-Mar-1268 00:00:00,283.3767835,284.6297271,282.1238398
463234,1268,4,15,15-Apr-1268 00:00:00,283.6126632,285.1596569,282.0656695
463264,1268,5,15,15-May-1268 00:00:00,283.5521964,285.0592462,282.0451465
463295,1268,6,15,15-Jun-1268 00:00:00,282.8156435,283.541046,282.0902409
463325,1268,7,15,15-Jul-1268 00:00:00,281.1719365,280.2558441,282.0880289
463356,1268,8,15,15-Aug-1268 00:00:00,279.565144,277.1910918,281.9391961
463387,1268,9,15,15-Sep-1268 00:00:00,279.5208623,277.284425,281.7572996
463417,1268,10,15,15-Oct-1268 00:00:00,280.5527949,279.3886747,281.7169151
463448,1268,11,15,15-Nov-1268 00:00:00,281.5519639,281.2625342,281.8413937
463478,1268,12,15,15-Dec-1268 00:00:00,282.1834652,282.499647,281.8672833
463509,1269,1,15,15-Jan-1269 00:00:00,282.6378675,283.3170875,281.9586476
463540,1269,2,15,15-Feb-1269 00:00:00,283.0147064,283.9670466,282.0623661
463568,1269,3,15,15-Mar-1269 00:00:00,283.3504366,284.6033803,282.097493
463599,1269,4,15,15-Apr-1269 00:00:00,283.5849727,285.1319663,282.037979
463629,1269,5,15,15-May-1269 00:00:00,283.5234379,285.0304877,282.0163881
463660,1269,6,15,15-Jun-1269 00:00:00,282.7861755,283.5115781,282.0607729
463690,1269,7,15,15-Jul-1269 00:00:00,281.1422,280.2261076,282.0582924
463721,1269,8,15,15-Aug-1269 00:00:00,279.5356626,277.1616105,281.9097148
463752,1269,9,15,15-Sep-1269 00:00:00,279.4922281,277.2557908,281.7286653
463782,1269,10,15,15-Oct-1269 00:00:00,280.5255515,279.3614313,281.6896717
463813,1269,11,15,15-Nov-1269 00:00:00,281.5265495,281.2371197,281.8159792
463843,1269,12,15,15-Dec-1269 00:00:00,282.1602117,282.4763936,281.8440298
463874,1270,1,15,15-Jan-1270 00:00:00,282.617001,283.296221,281.9377811
463905,1270,2,15,15-Feb-1270 00:00:00,282.9963468,283.948687,282.0440065
463933,1270,3,15,15-Mar-1270 00:00:00,283.3345978,284.5875414,282.0816541
463964,1270,4,15,15-Apr-1270 00:00:00,283.5715624,285.118556,282.0245687
463994,1270,5,15,15-May-1270 00:00:00,283.5122579,285.0193077,282.0052081
464025,1270,6,15,15-Jun-1270 00:00:00,282.7769215,283.502324,282.0515189
464055,1270,7,15,15-Jul-1270 00:00:00,281.1344616,280.2183692,282.0505539
464086,1270,8,15,15-Aug-1270 00:00:00,279.5289233,277.1548711,281.9029755
464117,1270,9,15,15-Sep-1270 00:00:00,279.4858759,277.2494386,281.7223131
464147,1270,10,15,15-Oct-1270 00:00:00,280.5189909,279.3548707,281.6831111
464178,1270,11,15,15-Nov-1270 00:00:00,281.5192705,281.2298408,281.8087003
464208,1270,12,15,15-Dec-1270 00:00:00,282.1517905,282.4679724,281.8356086
464239,1271,1,15,15-Jan-1271 00:00:00,282.6071003,283.2863202,281.9278803
464270,1271,2,15,15-Feb-1271 00:00:00,282.9847153,283.9370556,282.0323751
464298,1271,3,15,15-Mar-1271 00:00:00,283.321071,284.5740147,282.0681274
464329,1271,4,15,15-Apr-1271 00:00:00,283.556062,285.1030556,282.0090683
464359,1271,5,15,15-May-1271 00:00:00,283.4947919,285.0018417,281.9877421
464390,1271,6,15,15-Jun-1271 00:00:00,282.7575843,283.4829868,282.0321817
464420,1271,7,15,15-Jul-1271 00:00:00,281.1134339,280.1973415,282.0295263
464451,1271,8,15,15-Aug-1271 00:00:00,279.5064723,277.1324202,281.8805245
464482,1271,9,15,15-Sep-1271 00:00:00,279.4623502,277.2259129,281.6987875
464512,1271,10,15,15-Oct-1271 00:00:00,280.4947507,279.3306305,281.6588709
464543,1271,11,15,15-Nov-1271 00:00:00,281.4946342,281.2052045,281.784064
464573,1271,12,15,15-Dec-1271 00:00:00,282.1270338,282.4432157,281.810852
464604,1272,1,15,15-Jan-1272 00:00:00,282.5824559,283.2616759,281.903236
464635,1272,2,15,15-Feb-1272 00:00:00,282.9603732,283.9127134,282.0080329
464664,1272,3,15,15-Mar-1272 00:00:00,283.2971779,284.5501215,282.0442342
464695,1272,4,15,15-Apr-1272 00:00:00,283.5327219,285.0797155,281.9857282
464725,1272,5,15,15-May-1272 00:00:00,283.4720659,284.9791157,281.9650161
464756,1272,6,15,15-Jun-1272 00:00:00,282.7354905,283.460893,282.0100879
464786,1272,7,15,15-Jul-1272 00:00:00,281.0919475,280.1758552,282.0080399
464817,1272,8,15,15-Aug-1272 00:00:00,279.4855257,277.1114735,281.8595779
464848,1272,9,15,15-Sep-1272 00:00:00,279.4418343,277.205397,281.6782716
464878,1272,10,15,15-Oct-1272 00:00:00,280.4745484,279.3104282,281.6386686
464909,1272,11,15,15-Nov-1272 00:00:00,281.4746528,281.185223,281.7640825
464939,1272,12,15,15-Dec-1272 00:00:00,282.1072061,282.423388,281.7910242
464970,1273,1,15,15-Jan-1273 00:00:00,282.5627404,283.2419603,281.8835204
465001,1273,2,15,15-Feb-1273 00:00:00,282.940754,283.8930942,281.9884138
465029,1273,3,15,15-Mar-1273 00:00:00,283.277665,284.5306086,282.0247213
465060,1273,4,15,15-Apr-1273 00:00:00,283.5133507,285.0603443,281.966357
465090,1273,5,15,15-May-1273 00:00:00,283.4528976,284.9599474,281.9458477
465121,1273,6,15,15-Jun-1273 00:00:00,282.7166118,283.4420144,281.9912093
465151,1273,7,15,15-Jul-1273 00:00:00,281.0734711,280.1573787,281.9895635
465182,1273,8,15,15-Aug-1273 00:00:00,279.4675896,277.0935374,281.8416418
465213,1273,9,15,15-Sep-1273 00:00:00,279.4246015,277.1881642,281.6610388
465243,1273,10,15,15-Oct-1273 00:00:00,280.4581785,279.2940583,281.6222987
465274,1273,11,15,15-Nov-1273 00:00:00,281.4592646,281.1698348,281.7486943
465304,1273,12,15,15-Dec-1273 00:00:00,282.0928753,282.4090572,281.7766935
465335,1274,1,15,15-Jan-1274 00:00:00,282.5494996,283.2287195,281.8702796
465366,1274,2,15,15-Feb-1274 00:00:00,282.9285924,283.8809326,281.9762522
465394,1274,3,15,15-Mar-1274 00:00:00,283.2665287,284.5194723,282.013585
465425,1274,4,15,15-Apr-1274 00:00:00,283.5031425,285.0501362,281.9561489
465455,1274,5,15,15-May-1274 00:00:00,283.4434773,284.9505272,281.9364275
465486,1274,6,15,15-Jun-1274 00:00:00,282.707796,283.4331986,281.9823934
465516,1274,7,15,15-Jul-1274 00:00:00,281.065033,280.1489406,281.9811253
465547,1274,8,15,15-Aug-1274 00:00:00,279.4592592,277.085207,281.8333114
465578,1274,9,15,15-Sep-1274 00:00:00,279.4160664,277.1796292,281.6525037
465608,1274,10,15,15-Oct-1274 00:00:00,280.4491213,279.2850011,281.6132415
465639,1274,11,15,15-Nov-1274 00:00:00,281.4494255,281.1599958,281.7388553
465669,1274,12,15,15-Dec-1274 00:00:00,282.0820581,282.39824,281.7658762
465700,1275,1,15,15-Jan-1275 00:00:00,282.5375712,283.2167912,281.8583513
465731,1275,2,15,15-Feb-1275 00:00:00,282.9154836,283.8678238,281.9631434
465759,1275,3,15,15-Mar-1275 00:00:00,283.2522335,284.5051772,281.9992899
465790,1275,4,15,15-Apr-1275 00:00:00,283.4877186,285.0347123,281.9407249
465820,1275,5,15,15-May-1275 00:00:00,283.4270456,284.9340955,281.9199958
465851,1275,6,15,15-Jun-1275 00:00:00,282.690541,283.4159436,281.9651385
465881,1275,7,15,15-Jul-1275 00:00:00,281.0472027,280.1311103,281.9632951
465912,1275,8,15,15-Aug-1275 00:00:00,279.4411652,277.067113,281.8152174
465943,1275,9,15,15-Sep-1275 00:00:00,279.3980831,277.1616459,281.6345204
465973,1275,10,15,15-Oct-1275 00:00:00,280.4316454,279.2675252,281.5957656
466004,1275,11,15,15-Nov-1275 00:00:00,281.4327897,281.14336,281.7222195
466034,1275,12,15,15-Dec-1275 00:00:00,282.0665203,282.3827021,281.7503384
466065,1276,1,15,15-Jan-1276 00:00:00,282.5233145,283.2025345,281.8440946
466096,1276,2,15,15-Feb-1276 00:00:00,282.9026163,283.8549566,281.9502761
466125,1276,3,15,15-Mar-1276 00:00:00,283.2407892,284.4937328,281.9878455
466156,1276,4,15,15-Apr-1276 00:00:00,283.4776559,285.0246496,281.9306623
466186,1276,5,15,15-May-1276 00:00:00,283.4182486,284.9252984,281.9111988
466217,1276,6,15,15-Jun-1276 00:00:00,282.6828188,283.4082214,281.9574162
466247,1276,7,15,15-Jul-1276 00:00:00,281.0402896,280.1241972,281.956382
466278,1276,8,15,15-Aug-1276 00:00:00,279.4347208,277.0606686,281.808773
466309,1276,9,15,15-Sep-1276 00:00:00,279.3916924,277.1552551,281.6281296
466339,1276,10,15,15-Oct-1276 00:00:00,280.424854,279.2607338,281.5889742
466370,1276,11,15,15-Nov-1276 00:00:00,281.4251986,281.1357688,281.7146283
466400,1276,12,15,15-Dec-1276 00:00:00,282.0578012,282.3739831,281.7416193
466431,1277,1,15,15-Jan-1277 00:00:00,282.5132103,283.1924303,281.8339904
466462,1277,2,15,15-Feb-1277 00:00:00,282.8909406,283.8432809,281.9386004
466490,1277,3,15,15-Mar-1277 00:00:00,283.2274265,284.4803702,281.9744829
466521,1277,4,15,15-Apr-1277 00:00:00,283.4625618,285.0095554,281.9155681
466551,1277,5,15,15-May-1277 00:00:00,283.4014493,284.9084991,281.8943994
466582,1277,6,15,15-Jun-1277 00:00:00,282.6644115,283.3898141,281.939009
466612,1277,7,15,15-Jul-1277 00:00:00,281.0204426,280.1043502,281.936535
466643,1277,8,15,15-Aug-1277 00:00:00,279.4136731,277.0396209,281.7877253
466674,1277,9,15,15-Sep-1277 00:00:00,279.3697539,277.1333166,281.6061911
466704,1277,10,15,15-Oct-1277 00:00:00,280.4023832,279.238263,281.5665034
466735,1277,11,15,15-Nov-1277 00:00:00,281.4025276,281.1130978,281.6919573
466765,1277,12,15,15-Dec-1277 00:00:00,282.0352197,282.3514016,281.7190378
466796,1278,1,15,15-Jan-1278 00:00:00,282.4909656,283.1701856,281.8117457
466827,1278,2,15,15-Feb-1278 00:00:00,282.8692378,283.821578,281.9168975
466855,1278,3,15,15-Mar-1278 00:00:00,283.2064281,284.4593718,281.9534845
466886,1278,4,15,15-Apr-1278 00:00:00,283.4423882,284.9893819,281.8953946
466916,1278,5,15,15-May-1278 00:00:00,283.3821785,284.8892283,281.8751286
466947,1278,6,15,15-Jun-1278 00:00:00,282.6460791,283.3714817,281.9206765
466977,1278,7,15,15-Jul-1278 00:00:00,281.0030418,280.0869494,281.9191342
467008,1278,8,15,15-Aug-1278 00:00:00,279.3971547,277.0231025,281.7712069
467039,1278,9,15,15-Sep-1278 00:00:00,279.3540266,277.1175893,281.5904639
467069,1278,10,15,15-Oct-1278 00:00:00,280.3873225,279.2232024,281.5514427
467100,1278,11,15,15-Nov-1278 00:00:00,281.3880167,281.0985869,281.6774464
467130,1278,12,15,15-Dec-1278 00:00:00,282.0211603,282.3373422,281.7049785
467161,1279,1,15,15-Jan-1279 00:00:00,282.4772782,283.1564982,281.7980583
467192,1279,2,15,15-Feb-1279 00:00:00,282.8558614,283.8082016,281.9035211
467220,1279,3,15,15-Mar-1279 00:00:00,283.1933204,284.4462641,281.9403768
467251,1279,4,15,15-Apr-1279 00:00:00,283.4295255,284.9765191,281.8825318
467281,1279,5,15,15-May-1279 00:00:00,283.3695556,284.8766055,281.8625058
467312,1279,6,15,15-Jun-1279 00:00:00,282.6337097,283.3591123,281.9083072
467342,1279,7,15,15-Jul-1279 00:00:00,280.9909581,280.0748657,281.9070505
467373,1279,8,15,15-Aug-1279 00:00:00,279.3854076,277.0113555,281.7594598
