date,PCP,TAVG
1972-04-01 00:00:00,2.26,50.81
1972-05-01 00:00:00,2.95,60.53
1972-06-01 00:00:00,3.1,68.22
1972-07-01 00:00:00,2.93,72.18
1972-08-01 00:00:00,2.64,71.67
1972-09-01 00:00:00,2.74,64.44
1972-10-01 00:00:00,2.75,52.29
1972-11-01 00:00:00,3.05,38.93
1972-12-01 00:00:00,3.02,29.86
1973-01-01 00:00:00,2.48,29.59
1973-02-01 00:00:00,1.96,33.58
1973-03-01 00:00:00,4.0,44.29
1973-04-01 00:00:00,3.33,48.83
1973-05-01 00:00:00,3.03,59.23
1973-06-01 00:00:00,3.05,68.95
1973-07-01 00:00:00,2.96,73.26
1973-08-01 00:00:00,2.06,72.61
1973-09-01 00:00:00,3.46,64.4
1973-10-01 00:00:00,2.37,56.07
1973-11-01 00:00:00,3.17,42.93
1973-12-01 00:00:00,3.09,33.71
1974-01-01 00:00:00,3.15,31.01
1974-02-01 00:00:00,1.68,34.74
1974-03-01 00:00:00,2.63,44.38
1974-04-01 00:00:00,2.55,51.55
1974-05-01 00:00:00,3.07,60.37
1974-06-01 00:00:00,2.64,68.49
1974-07-01 00:00:00,2.14,74.08
1974-08-01 00:00:00,3.43,70.3
1974-09-01 00:00:00,2.72,62.31
1974-10-01 00:00:00,2.01,53.89
1974-11-01 00:00:00,2.18,42.39
1974-12-01 00:00:00,2.42,33.66
1975-01-01 00:00:00,2.61,32.34
1975-02-01 00:00:00,2.61,32.76
1975-03-01 00:00:00,3.4,38.7
1975-04-01 00:00:00,2.67,46.85
1975-05-01 00:00:00,3.28,60.35
1975-06-01 00:00:00,3.31,67.51
1975-07-01 00:00:00,2.97,73.56
1975-08-01 00:00:00,2.83,71.53
1975-09-01 00:00:00,2.66,62.89
1975-10-01 00:00:00,2.3,54.63
1975-11-01 00:00:00,2.28,42.6
1975-12-01 00:00:00,2.11,34.29
1976-01-01 00:00:00,1.76,29.93
1976-02-01 00:00:00,1.89,39.56
1976-03-01 00:00:00,2.57,42.31
1976-04-01 00:00:00,2.29,51.85
1976-05-01 00:00:00,2.93,59.04
1976-06-01 00:00:00,2.77,67.8
1976-07-01 00:00:00,2.74,72.9
1976-08-01 00:00:00,2.0,70.66
1976-09-01 00:00:00,2.45,64.18
1976-10-01 00:00:00,2.44,50.0
1976-11-01 00:00:00,1.11,38.48
1976-12-01 00:00:00,1.36,30.92
1977-01-01 00:00:00,1.58,23.09
1977-02-01 00:00:00,1.23,36.03
1977-03-01 00:00:00,3.1,43.18
1977-04-01 00:00:00,2.27,54.07
1977-05-01 00:00:00,2.67,61.66
1977-06-01 00:00:00,2.49,70.34
1977-07-01 00:00:00,2.56,74.43
1977-08-01 00:00:00,3.55,71.78
1977-09-01 00:00:00,3.22,65.93
1977-10-01 00:00:00,2.19,53.98
1977-11-01 00:00:00,2.86,42.87
1977-12-01 00:00:00,2.72,33.28
1978-01-01 00:00:00,3.18,25.86
1978-02-01 00:00:00,1.77,27.99
1978-03-01 00:00:00,2.26,41.31
1978-04-01 00:00:00,2.54,51.58
1978-05-01 00:00:00,3.64,59.74
1978-06-01 00:00:00,2.55,68.94
1978-07-01 00:00:00,2.75,73.8
1978-08-01 00:00:00,2.77,71.8
1978-09-01 00:00:00,2.44,65.84
1978-10-01 00:00:00,1.11,54.41
1978-11-01 00:00:00,2.6,41.47
1978-12-01 00:00:00,2.53,29.8
1979-01-01 00:00:00,3.31,21.9
1979-02-01 00:00:00,2.6,28.13
1979-03-01 00:00:00,2.8,42.06
1979-04-01 00:00:00,3.07,50.14
1979-05-01 00:00:00,3.23,59.13
1979-06-01 00:00:00,2.54,67.82
1979-07-01 00:00:00,3.3,73.13
1979-08-01 00:00:00,2.99,70.97
1979-09-01 00:00:00,2.51,66.09
1979-10-01 00:00:00,2.2,55.26
1979-11-01 00:00:00,2.34,39.94
1979-12-01 00:00:00,1.86,36.03
1980-01-01 00:00:00,2.65,31.12
1980-02-01 00:00:00,1.92,32.85
1980-03-01 00:00:00,3.39,39.36
1980-04-01 00:00:00,2.38,51.44
1980-05-01 00:00:00,3.09,60.28
1980-06-01 00:00:00,2.31,68.74
1980-07-01 00:00:00,1.97,75.76
1980-08-01 00:00:00,2.57,72.79
1980-09-01 00:00:00,2.79,66.24
1980-10-01 00:00:00,1.87,52.59
1980-11-01 00:00:00,1.76,42.31
1980-12-01 00:00:00,1.57,35.19
1981-01-01 00:00:00,0.98,32.41
1981-02-01 00:00:00,2.17,36.59
1981-03-01 00:00:00,2.21,42.85
1981-04-01 00:00:00,2.19,55.13
1981-05-01 00:00:00,3.55,58.96
1981-06-01 00:00:00,3.41,69.82
1981-07-01 00:00:00,3.09,73.96
1981-08-01 00:00:00,2.76,72.1
1981-09-01 00:00:00,2.08,64.92
1981-10-01 00:00:00,3.1,52.32
1981-11-01 00:00:00,2.01,44.74
1981-12-01 00:00:00,2.41,33.66
1982-01-01 00:00:00,2.84,26.22
1982-02-01 00:00:00,2.23,32.59
1982-03-01 00:00:00,2.51,42.03
1982-04-01 00:00:00,2.52,48.63
1982-05-01 00:00:00,3.42,60.8
1982-06-01 00:00:00,3.31,66.33
1982-07-01 00:00:00,2.95,73.2
1982-08-01 00:00:00,2.55,72.09
1982-09-01 00:00:00,2.45,64.04
1982-10-01 00:00:00,2.33,53.26
1982-11-01 00:00:00,2.99,41.13
1982-12-01 00:00:00,3.76,35.82
1983-01-01 00:00:00,2.08,33.12
1983-02-01 00:00:00,2.68,36.86
1983-03-01 00:00:00,3.7,42.4
1983-04-01 00:00:00,3.2,47.01
1983-05-01 00:00:00,3.47,57.94
1983-06-01 00:00:00,2.95,67.1
1983-07-01 00:00:00,2.08,73.99
1983-08-01 00:00:00,2.37,75.06
1983-09-01 00:00:00,2.26,65.59
1983-10-01 00:00:00,2.61,55.0
1983-11-01 00:00:00,3.92,43.03
1983-12-01 00:00:00,3.44,25.47
1984-01-01 00:00:00,1.35,28.83
1984-02-01 00:00:00,2.11,37.38
1984-03-01 00:00:00,2.75,40.08
1984-04-01 00:00:00,2.95,49.6
1984-05-01 00:00:00,3.15,60.08
1984-06-01 00:00:00,2.93,68.61
1984-07-01 00:00:00,2.83,73.17
1984-08-01 00:00:00,2.43,73.13
1984-09-01 00:00:00,1.91,63.14
1984-10-01 00:00:00,3.65,53.6
1984-11-01 00:00:00,2.85,41.54
1984-12-01 00:00:00,2.49,34.54
1985-01-01 00:00:00,1.42,26.31
1985-02-01 00:00:00,2.1,30.87
1985-03-01 00:00:00,2.48,43.48
1985-04-01 00:00:00,1.97,54.36
1985-05-01 00:00:00,2.55,62.08
1985-06-01 00:00:00,2.62,68.11
1985-07-01 00:00:00,2.72,74.05
1985-08-01 00:00:00,2.93,71.02
1985-09-01 00:00:00,3.0,62.73
1985-10-01 00:00:00,3.18,54.3
1985-11-01 00:00:00,3.54,39.51
1985-12-01 00:00:00,1.46,28.81
1986-01-01 00:00:00,1.45,34.68
1986-02-01 00:00:00,2.82,35.85
1986-03-01 00:00:00,1.98,46.18
1986-04-01 00:00:00,2.24,52.86
1986-05-01 00:00:00,2.95,61.09
1986-06-01 00:00:00,3.03,70.41
1986-07-01 00:00:00,2.75,73.51
1986-08-01 00:00:00,2.82,71.73
1986-09-01 00:00:00,3.59,63.7
1986-10-01 00:00:00,2.81,54.01
1986-11-01 00:00:00,2.94,41.4
1986-12-01 00:00:00,2.0,34.43
1987-01-01 00:00:00,2.17,31.44
1987-02-01 00:00:00,2.33,37.38
1987-03-01 00:00:00,2.67,42.57
1987-04-01 00:00:00,1.46,53.53
1987-05-01 00:00:00,3.24,62.96
1987-06-01 00:00:00,2.81,70.25
1987-07-01 00:00:00,2.83,73.27
1987-08-01 00:00:00,2.74,71.87
1987-09-01 00:00:00,2.19,65.25
1987-10-01 00:00:00,1.15,52.95
1987-11-01 00:00:00,2.55,43.97
1987-12-01 00:00:00,2.87,34.54
1988-01-01 00:00:00,1.97,27.79
1988-02-01 00:00:00,1.52,33.69
1988-03-01 00:00:00,2.04,42.4
1988-04-01 00:00:00,2.32,51.82
1988-05-01 00:00:00,2.07,61.21
1988-06-01 00:00:00,1.61,70.88
1988-07-01 00:00:00,2.7,74.79
1988-08-01 00:00:00,2.57,73.67
1988-09-01 00:00:00,2.81,64.6
1988-10-01 00:00:00,1.43,53.96
1988-11-01 00:00:00,3.17,43.29
1988-12-01 00:00:00,1.69,33.46
1989-01-01 00:00:00,2.05,34.09
1989-02-01 00:00:00,2.01,29.17
1989-03-01 00:00:00,2.91,42.67
1989-04-01 00:00:00,1.79,52.88
1989-05-01 00:00:00,3.26,60.46
1989-06-01 00:00:00,3.8,68.13
1989-07-01 00:00:00,2.86,74.23
1989-08-01 00:00:00,2.73,71.31
1989-09-01 00:00:00,2.68,64.08
1989-10-01 00:00:00,1.89,54.34
1989-11-01 00:00:00,1.73,42.93
1989-12-01 00:00:00,1.34,27.73
1990-01-01 00:00:00,2.79,36.5
1990-02-01 00:00:00,2.68,36.7
1990-03-01 00:00:00,2.71,44.74
1990-04-01 00:00:00,2.49,52.52
1990-05-01 00:00:00,3.83,58.86
1990-06-01 00:00:00,2.5,70.23
1990-07-01 00:00:00,2.94,73.26
1990-08-01 00:00:00,2.65,72.28
1990-09-01 00:00:00,2.04,67.35
1990-10-01 00:00:00,2.76,53.98
1990-11-01 00:00:00,2.09,44.92
1990-12-01 00:00:00,2.69,30.83
1991-01-01 00:00:00,2.37,29.48
1991-02-01 00:00:00,1.64,39.81
1991-03-01 00:00:00,3.33,43.32
1991-04-01 00:00:00,3.35,52.54
1991-05-01 00:00:00,3.72,61.97
1991-06-01 00:00:00,2.84,69.08
1991-07-01 00:00:00,2.7,73.89
1991-08-01 00:00:00,2.6,72.99
1991-09-01 00:00:00,2.53,64.9
1991-10-01 00:00:00,2.1,54.75
1991-11-01 00:00:00,2.49,39.43
1991-12-01 00:00:00,2.77,35.74
1992-01-01 00:00:00,2.08,33.62
1992-02-01 00:00:00,2.32,39.7
1992-03-01 00:00:00,2.51,44.71
1992-04-01 00:00:00,2.06,52.54
1992-05-01 00:00:00,2.29,61.16
1992-06-01 00:00:00,3.39,67.44
1992-07-01 00:00:00,3.65,71.22
1992-08-01 00:00:00,2.9,69.84
1992-09-01 00:00:00,2.33,64.67
1992-10-01 00:00:00,1.67,54.54
1992-11-01 00:00:00,3.27,40.06
1992-12-01 00:00:00,2.79,31.75
1993-01-01 00:00:00,3.2,30.47
1993-02-01 00:00:00,2.18,31.14
1993-03-01 00:00:00,2.85,41.79
1993-04-01 00:00:00,2.92,49.91
1993-05-01 00:00:00,2.94,60.89
1993-06-01 00:00:00,3.61,67.21
1993-07-01 00:00:00,3.3,72.16
1993-08-01 00:00:00,2.77,71.89
1993-09-01 00:00:00,2.58,63.3
1993-10-01 00:00:00,2.19,52.97
1993-11-01 00:00:00,2.12,39.22
1993-12-01 00:00:00,1.96,34.2
1994-01-01 00:00:00,2.24,29.34
1994-02-01 00:00:00,2.15,31.87
1994-03-01 00:00:00,2.36,44.51
1994-04-01 00:00:00,2.82,52.66
1994-05-01 00:00:00,2.43,60.67
1994-06-01 00:00:00,2.9,70.95
1994-07-01 00:00:00,3.09,73.62
1994-08-01 00:00:00,2.54,72.21
1994-09-01 00:00:00,2.14,65.55
1994-10-01 00:00:00,2.86,54.21
1994-11-01 00:00:00,2.9,42.57
1994-12-01 00:00:00,2.19,36.23
1995-01-01 00:00:00,3.18,33.08
1995-02-01 00:00:00,1.6,37.36
1995-03-01 00:00:00,2.99,43.34
1995-04-01 00:00:00,2.83,49.41
1995-05-01 00:00:00,4.1,58.64
1995-06-01 00:00:00,3.23,67.55
1995-07-01 00:00:00,2.65,73.54
1995-08-01 00:00:00,2.66,74.32
1995-09-01 00:00:00,2.2,64.69
1995-10-01 00:00:00,2.63,54.45
1995-11-01 00:00:00,2.37,42.04
1995-12-01 00:00:00,2.25,33.42
1996-01-01 00:00:00,2.82,29.7
1996-02-01 00:00:00,1.89,35.69
1996-03-01 00:00:00,2.24,39.02
1996-04-01 00:00:00,2.56,50.65
1996-05-01 00:00:00,3.32,60.98
1996-06-01 00:00:00,2.87,69.87
1996-07-01 00:00:00,3.12,73.63
1996-08-01 00:00:00,2.66,72.43
1996-09-01 00:00:00,3.44,63.46
1996-10-01 00:00:00,2.49,53.65
1996-11-01 00:00:00,3.0,39.63
1996-12-01 00:00:00,3.29,33.91
1997-01-01 00:00:00,2.81,29.95
1997-02-01 00:00:00,2.39,36.05
1997-03-01 00:00:00,2.44,44.67
1997-04-01 00:00:00,2.99,47.91
1997-05-01 00:00:00,2.78,59.4
1997-06-01 00:00:00,3.4,68.31
1997-07-01 00:00:00,2.71,73.18
1997-08-01 00:00:00,2.68,71.74
1997-09-01 00:00:00,2.54,66.42
1997-10-01 00:00:00,2.52,53.92
1997-11-01 00:00:00,2.29,40.87
1997-12-01 00:00:00,2.31,34.0
1998-01-01 00:00:00,3.36,34.99
1998-02-01 00:00:00,3.32,38.71
1998-03-01 00:00:00,3.23,41.34
1998-04-01 00:00:00,2.57,51.06
1998-05-01 00:00:00,2.62,62.47
1998-06-01 00:00:00,3.32,68.13
1998-07-01 00:00:00,2.86,75.49
1998-08-01 00:00:00,2.42,74.03
1998-09-01 00:00:00,2.51,68.99
1998-10-01 00:00:00,2.97,55.13
1998-11-01 00:00:00,2.63,44.91
1998-12-01 00:00:00,2.08,35.55
1999-01-01 00:00:00,3.13,33.78
1999-02-01 00:00:00,1.92,39.49
1999-03-01 00:00:00,2.19,42.8
1999-04-01 00:00:00,2.87,51.55
1999-05-01 00:00:00,2.91,60.06
1999-06-01 00:00:00,3.31,68.31
1999-07-01 00:00:00,2.58,74.3
1999-08-01 00:00:00,2.3,72.91
1999-09-01 00:00:00,2.52,64.35
1999-10-01 00:00:00,1.57,54.75
1999-11-01 00:00:00,1.44,48.11
1999-12-01 00:00:00,1.73,36.1
2000-01-01 00:00:00,2.14,33.57
2000-02-01 00:00:00,2.12,39.78
2000-03-01 00:00:00,2.44,46.04
2000-04-01 00:00:00,2.32,52.59
2000-05-01 00:00:00,2.66,63.14
2000-06-01 00:00:00,3.45,69.03
2000-07-01 00:00:00,2.3,73.87
2000-08-01 00:00:00,1.91,74.05
2000-09-01 00:00:00,2.18,65.57
2000-10-01 00:00:00,2.26,55.09
2000-11-01 00:00:00,2.73,38.03
2000-12-01 00:00:00,1.71,28.44
2001-01-01 00:00:00,1.85,31.35
2001-02-01 00:00:00,2.21,33.98
2001-03-01 00:00:00,2.57,41.49
2001-04-01 00:00:00,2.1,53.08
2001-05-01 00:00:00,2.78,62.82
2001-06-01 00:00:00,3.12,69.24
2001-07-01 00:00:00,2.72,74.48
2001-08-01 00:00:00,2.41,74.3
2001-09-01 00:00:00,2.45,65.7
2001-10-01 00:00:00,2.06,54.37
2001-11-01 00:00:00,2.39,47.41
2001-12-01 00:00:00,2.36,36.12
2002-01-01 00:00:00,2.01,34.48
2002-02-01 00:00:00,1.32,36.39
2002-03-01 00:00:00,2.59,39.54
2002-04-01 00:00:00,2.26,53.49
2002-05-01 00:00:00,2.64,59.29
2002-06-01 00:00:00,2.56,70.86
2002-07-01 00:00:00,2.6,75.85
2002-08-01 00:00:00,2.4,72.86
2002-09-01 00:00:00,2.72,66.85
2002-10-01 00:00:00,3.01,51.84
2002-11-01 00:00:00,1.94,41.97
2002-12-01 00:00:00,3.0,35.08
2003-01-01 00:00:00,1.33,32.81
2003-02-01 00:00:00,2.57,32.79
2003-03-01 00:00:00,2.48,43.3
2003-04-01 00:00:00,2.63,51.89
2003-05-01 00:00:00,3.27,60.98
2003-06-01 00:00:00,3.45,68.05
2003-07-01 00:00:00,2.64,75.47
2003-08-01 00:00:00,2.56,74.66
2003-09-01 00:00:00,2.82,64.96
2003-10-01 00:00:00,1.83,56.55
2003-11-01 00:00:00,2.55,42.35
2003-12-01 00:00:00,2.38,35.29
2004-01-01 00:00:00,1.97,30.34
2004-02-01 00:00:00,2.45,33.57
2004-03-01 00:00:00,2.01,47.41
2004-04-01 00:00:00,2.5,52.68
2004-05-01 00:00:00,3.34,61.92
2004-06-01 00:00:00,3.51,68.09
2004-07-01 00:00:00,3.05,72.9
2004-08-01 00:00:00,3.04,70.16
2004-09-01 00:00:00,2.98,65.66
2004-10-01 00:00:00,3.04,55.36
2004-11-01 00:00:00,3.18,43.99
2004-12-01 00:00:00,2.18,35.06
2005-01-01 00:00:00,2.7,33.39
2005-02-01 00:00:00,2.06,37.94
2005-03-01 00:00:00,2.34,42.31
2005-04-01 00:00:00,2.57,52.27
2005-05-01 00:00:00,2.76,59.56
2005-06-01 00:00:00,3.14,69.21
2005-07-01 00:00:00,2.7,75.31
2005-08-01 00:00:00,2.99,73.2
2005-09-01 00:00:00,1.94,67.37
2005-10-01 00:00:00,2.37,55.38
2005-11-01 00:00:00,2.22,45.01
2005-12-01 00:00:00,2.29,32.7
2006-01-01 00:00:00,2.61,38.93
2006-02-01 00:00:00,1.52,34.83
2006-03-01 00:00:00,2.31,42.62
2006-04-01 00:00:00,2.54,55.26
2006-05-01 00:00:00,2.29,62.28
2006-06-01 00:00:00,2.56,70.75
2006-07-01 00:00:00,2.46,76.41
2006-08-01 00:00:00,2.8,73.4
2006-09-01 00:00:00,2.8,63.3
2006-10-01 00:00:00,2.9,52.59
2006-11-01 00:00:00,2.46,44.08
2006-12-01 00:00:00,2.57,36.57
2007-01-01 00:00:00,2.22,31.35
2007-02-01 00:00:00,1.76,32.41
2007-03-01 00:00:00,2.31,47.66
2007-04-01 00:00:00,2.49,50.54
2007-05-01 00:00:00,2.75,62.33
2007-06-01 00:00:00,2.91,69.87
2007-07-01 00:00:00,2.88,74.7
2007-08-01 00:00:00,2.6,74.64
2007-09-01 00:00:00,2.17,66.43
2007-10-01 00:00:00,2.72,56.68
2007-11-01 00:00:00,1.4,44.01
2007-12-01 00:00:00,2.97,33.22
2008-01-01 00:00:00,2.21,30.27
2008-02-01 00:00:00,2.47,34.7
2008-03-01 00:00:00,2.52,41.86
2008-04-01 00:00:00,2.54,50.4
2008-05-01 00:00:00,3.0,59.36
2008-06-01 00:00:00,3.0,69.6
2008-07-01 00:00:00,2.8,74.08
2008-08-01 00:00:00,3.05,72.28
2008-09-01 00:00:00,2.68,65.21
2008-10-01 00:00:00,2.18,53.98
2008-11-01 00:00:00,1.95,43.92
2008-12-01 00:00:00,2.84,31.87
2009-01-01 00:00:00,1.6,31.05
2009-02-01 00:00:00,1.55,36.77
2009-03-01 00:00:00,2.7,42.87
2009-04-01 00:00:00,2.83,50.92
2009-05-01 00:00:00,3.31,61.65
2009-06-01 00:00:00,3.01,68.54
2009-07-01 00:00:00,3.07,72.63
2009-08-01 00:00:00,2.69,71.89
2009-09-01 00:00:00,2.54,66.38
2009-10-01 00:00:00,4.29,50.5
2009-11-01 00:00:00,1.63,45.84
2009-12-01 00:00:00,3.08,29.64
2010-01-01 00:00:00,2.62,30.67
2010-02-01 00:00:00,2.01,31.8
2010-03-01 00:00:00,2.3,43.57
2010-04-01 00:00:00,2.38,53.24
2010-05-01 00:00:00,3.32,59.88
2010-06-01 00:00:00,3.49,70.48
2010-07-01 00:00:00,3.32,74.71
2010-08-01 00:00:00,2.51,74.05
2010-09-01 00:00:00,2.78,66.49
2010-10-01 00:00:00,1.97,56.14
2010-11-01 00:00:00,2.22,42.31
2010-12-01 00:00:00,2.45,32.47
2011-01-01 00:00:00,1.65,29.71
2011-02-01 00:00:00,1.98,33.04
2011-03-01 00:00:00,2.91,43.07
2011-04-01 00:00:00,3.42,51.96
2011-05-01 00:00:00,3.43,59.13
2011-06-01 00:00:00,2.58,69.82
2011-07-01 00:00:00,2.44,76.14
2011-08-01 00:00:00,2.34,75.0
2011-09-01 00:00:00,2.48,66.09
2011-10-01 00:00:00,2.14,55.09
2011-11-01 00:00:00,2.47,43.75
2011-12-01 00:00:00,2.26,35.4
2012-01-01 00:00:00,2.09,36.12
2012-02-01 00:00:00,1.85,37.51
2012-03-01 00:00:00,2.87,50.41
2012-04-01 00:00:00,2.23,54.68
2012-05-01 00:00:00,2.5,63.45
2012-06-01 00:00:00,2.24,70.54
2012-07-01 00:00:00,2.51,76.77
2012-08-01 00:00:00,2.47,73.8
2012-09-01 00:00:00,2.34,66.31
2012-10-01 00:00:00,2.23,53.89
2012-11-01 00:00:00,1.32,44.01
2012-12-01 00:00:00,2.88,35.92
2013-01-01 00:00:00,2.37,32.25
2013-02-01 00:00:00,2.02,34.77
2013-03-01 00:00:00,1.72,40.91
2013-04-01 00:00:00,2.9,49.68
2013-05-01 00:00:00,3.35,60.85
2013-06-01 00:00:00,3.34,70.39
2013-07-01 00:00:00,3.34,74.21
2013-08-01 00:00:00,2.56,72.99
2013-09-01 00:00:00,2.98,66.96
2013-10-01 00:00:00,2.23,53.44
2013-11-01 00:00:00,2.04,41.61
2013-12-01 00:00:00,2.21,31.06
2014-01-01 00:00:00,1.37,30.56
2014-02-01 00:00:00,2.25,32.13
2014-03-01 00:00:00,2.37,40.51
2014-04-01 00:00:00,2.88,51.69
2014-05-01 00:00:00,2.81,61.27
2014-06-01 00:00:00,3.67,69.58
2014-07-01 00:00:00,2.6,73.29
2014-08-01 00:00:00,3.13,72.25
2014-09-01 00:00:00,2.64,66.2
2014-10-01 00:00:00,2.42,56.93
2014-11-01 00:00:00,2.13,39.25
2014-12-01 00:00:00,2.58,36.81
2015-01-01 00:00:00,1.83,33.08
2015-02-01 00:00:00,1.74,32.99
2015-03-01 00:00:00,2.13,45.39
2015-04-01 00:00:00,2.83,53.24
2015-05-01 00:00:00,4.44,60.84
2015-06-01 00:00:00,3.55,71.37
2015-07-01 00:00:00,3.23,73.92
2015-08-01 00:00:00,2.41,72.95
2015-09-01 00:00:00,2.12,68.54
2015-10-01 00:00:00,2.9,57.24
2015-11-01 00:00:00,3.35,44.6
2015-12-01 00:00:00,4.06,38.66
2016-01-01 00:00:00,2.04,32.22
2016-02-01 00:00:00,1.93,39.47
2016-03-01 00:00:00,2.92,47.5
2016-04-01 00:00:00,3.0,53.19
2016-05-01 00:00:00,3.07,60.33
2016-06-01 00:00:00,2.48,71.76
2016-07-01 00:00:00,2.92,75.22
2016-08-01 00:00:00,3.47,73.53
2016-09-01 00:00:00,2.73,67.12
2016-10-01 00:00:00,2.39,57.72
2016-11-01 00:00:00,1.75,47.97
2016-12-01 00:00:00,2.72,32.95
2017-01-01 00:00:00,3.24,33.57
2017-02-01 00:00:00,2.25,41.18
2017-03-01 00:00:00,2.59,46.15
2017-04-01 00:00:00,3.5,53.8
2017-05-01 00:00:00,3.36,60.57
2017-06-01 00:00:00,3.07,70.36
2017-07-01 00:00:00,2.8,75.7
2017-08-01 00:00:00,3.42,72.01
2017-09-01 00:00:00,2.27,66.27
2017-10-01 00:00:00,2.6,55.69
2017-11-01 00:00:00,1.62,45.03
2017-12-01 00:00:00,1.59,34.29
2018-01-01 00:00:00,1.85,32.16
2018-02-01 00:00:00,2.88,35.51
2018-03-01 00:00:00,2.48,42.73
2018-04-01 00:00:00,2.47,49.01
2018-05-01 00:00:00,3.02,65.52
2018-06-01 00:00:00,3.15,71.55
2018-07-01 00:00:00,2.86,75.45
2018-08-01 00:00:00,2.99,73.51
2018-09-01 00:00:00,3.57,67.55
2018-10-01 00:00:00,3.42,53.73
2018-11-01 00:00:00,2.71,40.06
2018-12-01 00:00:00,3.23,35.58
2019-01-01 00:00:00,2.49,32.67
